0.694830742,0.410699855,0.384105105,0.154435166,0.009162655,0.048030789,0.0
0.97217829,0.578198425,0.75868342,0.235504458,0.01339488,0.06454695,0.0
1.505002734,1.222573366,4.83611427,1.403456998,0.946138949,0.571212877,0.638400438
0.607169876,0.729251652,3.796410078,1.3863946,1.215488957,0.657187043,0.874823875
1.081910292,0.823157095,3.393581943,0.783638589,0.355805348,0.220303573,0.167722737
1.303449013,1.081005413,6.415608844,1.277081034,0.586695878,0.313242464,0.256360961
0.196133165,0.491661308,1.486128431,1.616144965,1.859523071,0.870309023,1.339589338
0.0,0.053983221,0.0,0.493329177,0.82940328,0.463591173,0.744449013
0.571212877,0.640928058,1.702540854,1.169369545,1.232869344,0.682889516,0.954647694
0.649263379,0.612807006,1.983881046,0.955521072,0.752562322,0.316595088,0.397514718
0.0,0.100762515,0.0,0.42416225,0.868877115,0.572948448,0.925518632
